CellLine,CellLineId,ChannelNumber405,ChannelNumber638,ChannelNumberBrightfield,ChannelNumberStruct,Gene,Objective,PixelScaleX,PixelScaleY,PixelScaleZ,PlateId,Protein,ProteinDisplayName,SourceFilename,Structure,StructureDisplayName,StructureId,StructureShortName,WellName,CellLineId/Name,ProteinId/Name,StructureId/Name,treatment_group,time_point (hr),concentration (uM),drug_label
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001207,Sec61 beta,Sec61 beta,3500001207_100X_20170818_6-Scene-1-P31-F07.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,5,Paclitaxol
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001207,Sec61 beta,Sec61 beta,3500001207_100X_20170818_6-Scene-1-P31-F07.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,5,Paclitaxol
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001207,Sec61 beta,Sec61 beta,3500001207_100X_20170818_6-Scene-1-P31-F07.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,5,Paclitaxol
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001207,Sec61 beta,Sec61 beta,3500001207_100X_20170818_6-Scene-1-P31-F07.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,5,Paclitaxol
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001207,Sec61 beta,Sec61 beta,3500001207_100X_20170818_6-Scene-1-P31-F07.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,5,Paclitaxol
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001207,Sec61 beta,Sec61 beta,3500001207_100X_20170818_6-Scene-3-P33-F07.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,5,Paclitaxol
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_2-Scene-1-P2-E04.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Vehicle
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_2-Scene-2-P11-E05.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Staurosporine
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_2-Scene-4-P13-E05.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Staurosporine
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_2-Scene-4-P13-E05.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Staurosporine
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_2-Scene-6-P15-E05.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Staurosporine
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_2-Scene-6-P15-E05.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Staurosporine
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_3-Scene-1-P3-E04.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Vehicle
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_3-Scene-1-P3-E04.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Vehicle
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_3-Scene-1-P3-E04.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Vehicle
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_3-Scene-4-P18-E06.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Staurosporine
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_4-Scene-1-P4-E04.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Vehicle
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_4-Scene-1-P4-E04.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Vehicle
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_4-Scene-1-P4-E04.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Vehicle
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_4-Scene-1-P4-E04.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Vehicle
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_5-Scene-01-P5-E04.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Vehicle
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_5-Scene-01-P5-E04.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Vehicle
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_5-Scene-01-P5-E04.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Vehicle
AICS-10,14,6,2,7,4,SEC61B,100,0.108333,0.108333,0.29,3500001214,Sec61 beta,Sec61 beta,3500001214_100X_20170821_5-Scene-01-P5-E04.czi,Endoplasmic reticulum,Endoplasmic reticulum,2,Endoplasmic reticulum,,AICS-10,Sec61 beta,Endoplasmic reticulum,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_1-Scene-1-P1-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_1-Scene-2-P11-F05.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_1-Scene-3-P12-F05.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_1-Scene-4-P13-F05.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_1-Scene-5-P14-F05.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_1-Scene-5-P14-F05.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_1-Scene-6-P15-F05.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_1-Scene-6-P15-F05.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_2-Scene-3-P17-F05.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_2-Scene-3-P17-F05.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_2-Scene-4-P18-F05.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_2-Scene-5-P19-F06.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_2-Scene-5-P19-F06.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_2-Scene-5-P19-F06.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_2-Scene-5-P19-F06.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_2-Scene-5-P19-F06.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_3-Scene-1-P3-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_3-Scene-5-P24-F06.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_3-Scene-5-P24-F06.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_3-Scene-5-P24-F06.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_3-Scene-5-P24-F06.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_4-Scene-5-P30-E06.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_4-Scene-5-P30-E06.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Paclitaxol
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001220,Beta-actin,Beta-actin,3500001220_100X_20170822_5-Scene-1-P5-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_1-Scene-1-P1-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_1-Scene-1-P1-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_1-Scene-1-P1-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_1-Scene-1-P1-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_1-Scene-1-P1-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_1-Scene-1-P1-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_1-Scene-1-P1-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_1-Scene-1-P1-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_1-Scene-3-P7-E04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Staurosporine
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_1-Scene-3-P7-E04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Staurosporine
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_1-Scene-5-P9-E04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Staurosporine
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_1-Scene-6-P10-E04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Staurosporine
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_1-Scene-6-P10-E04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Staurosporine
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_2-Scene-1-P2-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_2-Scene-1-P2-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_2-Scene-1-P2-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_2-Scene-1-P2-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_2-Scene-1-P2-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_2-Scene-1-P2-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_2-Scene-1-P2-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_2-Scene-2-P11-E04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Staurosporine
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_2-Scene-2-P11-E04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Staurosporine
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_2-Scene-6-P15-E04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Staurosporine
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_3-Scene-1-P3-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_3-Scene-1-P3-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_3-Scene-1-P3-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_3-Scene-1-P3-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_3-Scene-1-P3-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_3-Scene-1-P3-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_4-Scene-1-P4-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_4-Scene-1-P4-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_4-Scene-1-P4-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_4-Scene-1-P4-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_4-Scene-1-P4-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-16,20,6,2,7,4,ACTB,100,0.108333,0.108333,0.29,3500001226,Beta-actin,Beta-actin,3500001226_100X_20170822_4-Scene-1-P4-F04.czi,Actin filaments,Actin filaments,7,Actin filaments,,AICS-16,Beta-actin,Actin filaments,Vehicle,2,0.5,Vehicle
AICS-25,29,6,2,7,4,ST6GAL1,100,0.108333,0.108333,0.29,3500001235,Sialyltransferase 1,Sialyltransferase 1,3500001235_100X_20170825_1-Scene-4-P8-F05.czi,Golgi,Golgi,13,Golgi,,AICS-25,Sialyltransferase 1,Golgi,Vehicle,2,5,Paclitaxol
AICS-25,29,6,2,7,4,ST6GAL1,100,0.108333,0.108333,0.29,3500001235,Sialyltransferase 1,Sialyltransferase 1,3500001235_100X_20170825_1-Scene-4-P8-F05.czi,Golgi,Golgi,13,Golgi,,AICS-25,Sialyltransferase 1,Golgi,Vehicle,2,5,Paclitaxol
AICS-25,29,6,2,7,4,ST6GAL1,100,0.108333,0.108333,0.29,3500001235,Sialyltransferase 1,Sialyltransferase 1,3500001235_100X_20170825_1-Scene-5-P9-F05.czi,Golgi,Golgi,13,Golgi,,AICS-25,Sialyltransferase 1,Golgi,Vehicle,2,5,Paclitaxol
AICS-25,29,6,2,7,4,ST6GAL1,100,0.108333,0.108333,0.29,3500001235,Sialyltransferase 1,Sialyltransferase 1,3500001235_100X_20170825_1-Scene-5-P9-F05.czi,Golgi,Golgi,13,Golgi,,AICS-25,Sialyltransferase 1,Golgi,Vehicle,2,5,Paclitaxol
AICS-25,29,6,2,7,4,ST6GAL1,100,0.108333,0.108333,0.29,3500001235,Sialyltransferase 1,Sialyltransferase 1,3500001235_100X_20170825_2-Scene-1-P2-F04.czi,Golgi,Golgi,13,Golgi,,AICS-25,Sialyltransferase 1,Golgi,Vehicle,2,5,Vehicle
AICS-25,29,6,2,7,4,ST6GAL1,100,0.108333,0.108333,0.29,3500001235,Sialyltransferase 1,Sialyltransferase 1,3500001235_100X_20170825_2-Scene-6-P15-F05.czi,Golgi,Golgi,13,Golgi,,AICS-25,Sialyltransferase 1,Golgi,Vehicle,2,5,Paclitaxol
