activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1069392,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc([S@@+]([O-])c2ccc(C(C#N)N3CCN(C4CCCCC4)CC3)cc2)cc1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '17.59', 'le': '0.34', 'lle': '3.32', 'sei': '13.61'}",CHEMBL2111540,,CHEMBL2111540,7.70,False,http://www.openphacts.org/units/Nanomolar,129147,=,1,True,=,,Ki,nM,,20.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,20.0
,1069711,[],CHEMBL747624,Inhibition of forskolin induced c-AMP formation in CHO-M2 cells expressing human M2 receptor.,F,,,BAO_0000179,BAO_0000219,cell-based format,Fc1cc(F)cc(C#CCOc2nsnc2C23CN4CC2C3C4)c1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL291872,,CHEMBL291872,,False,http://qudt.org/vocab/unit#Percent,105775,=,1,False,=,,Max,%,,68.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Max,%,UO_0000187,,68.0
,1069712,[],CHEMBL880146,Compound was tested for its potency at M-2 receptor by inhibiting forskolin induced c-AMP formation in CHO-M2 cells human M2 receptor,F,,,BAO_0000188,BAO_0000219,cell-based format,Fc1cc(F)cc(C#CCOc2nsnc2C23CN4CC2C3C4)c1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL291872,,CHEMBL291872,5.57,False,http://www.openphacts.org/units/Nanomolar,105775,=,1,True,=,,EC50,nM,,2690.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,EC50,nM,UO_0000065,,2690.0
,1070581,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc([S+]([O-])c2ccc(C(C#N)N3CCN(C4CCCCC4)CC3)cc2)cc1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '18.50', 'le': '0.36', 'lle': '3.72', 'sei': '14.31'}",CHEMBL73341,,CHEMBL73341,8.10,False,http://www.openphacts.org/units/Nanomolar,129153,=,1,True,=,,Ki,nM,,8.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,8.0
,1071619,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,CC(c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1)N1CCN(C2CCCCC2)CC1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '20.63', 'le': '0.42', 'lle': '4.04', 'sei': '22.70'}",CHEMBL75448,,CHEMBL75448,9.22,False,http://www.openphacts.org/units/Nanomolar,129157,=,1,True,=,,Ki,nM,,0.6,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,0.6
,1071622,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc([S+]([O-])c2ccc(C(N3CCN(C4CCCCC4)CC3)C(F)(F)F)cc2)cc1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '17.27', 'le': '0.34', 'lle': '2.88', 'sei': '25.32'}",CHEMBL70464,,CHEMBL70464,8.30,False,http://www.openphacts.org/units/Nanomolar,129150,=,1,True,=,,Ki,nM,,5.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,5.0
,1072523,[],CHEMBL745643,Inhibitory activity against forskolin-stimulated accumulation of cyclic adenosine monophosphate (cAMP) in CHO cells expressing human m2 receptor (max. concentration. 1 mM),F,,,BAO_0000201,BAO_0000219,cell-based format,C(#Cc1ccccc1)CO/N=C1\CN2CCC1C2,,,CHEMBL1128858,Bioorg. Med. Chem. Lett.,1995.0,,CHEMBL84893,,CHEMBL84893,,False,http://qudt.org/vocab/unit#Percent,309020,=,1,True,=,,Inhibition,%,,0.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Inhibition,%,UO_0000187,,0.0
,1072738,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc([S@@+]([O-])c2ccc(C(C#N)N3CCN(C4CCCCC4)CC3)cc2)cc1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '19.58', 'le': '0.38', 'lle': '4.19', 'sei': '15.15'}",CHEMBL2111540,,CHEMBL2111540,8.57,False,http://www.openphacts.org/units/Nanomolar,129149,=,1,True,=,,Ki,nM,,2.7,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,2.7
,1073004,[],CHEMBL747625,Compound was tested for its potency at Muscarinic acetylcholine receptor M2 by inhibiting forskolin induced c-AMP formation in CHO-M2 cells expressing human M2 receptor,F,,,BAO_0000179,BAO_0000219,cell-based format,C(#Cc1ccccc1)COc1nsnc1C12CN3CC1C2C3,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL60419,,CHEMBL60419,,False,http://qudt.org/vocab/unit#Percent,105780,=,1,False,=,,Max,%,,99.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Max,%,UO_0000187,,99.0
,1073005,[],CHEMBL744781,Compound was tested for its potency at Muscarinic acetylcholine receptor M2 by inhibiting forskolin induced c-AMP formation in CHO-M2 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,C(#Cc1ccccc1)COc1nsnc1C12CN3CC1C2C3,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL60419,,CHEMBL60419,6.11,False,http://www.openphacts.org/units/Nanomolar,105780,=,1,True,=,,EC50,nM,,779.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,EC50,nM,UO_0000065,,779.0
,1073994,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,CC(c1ccc(S(=O)(=O)c2ccccc2)cc1)N1CCN(C2CCCCC2)CC1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '23.51', 'le': '0.46', 'lle': '5.17', 'sei': '23.88'}",CHEMBL312085,,CHEMBL312085,9.70,False,http://www.openphacts.org/units/Nanomolar,129161,=,1,True,=,,Ki,nM,,0.2,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,0.2
,1076372,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,CC(c1ccc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1)N1CCN(C2CCCCC2)CC1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '15.96', 'le': '0.31', 'lle': '1.65', 'sei': '18.42'}",CHEMBL73661,,CHEMBL73661,7.48,False,http://www.openphacts.org/units/Nanomolar,129156,=,1,True,=,,Ki,nM,,33.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,33.0
,1077471,[],CHEMBL847458,Ratio of ability of compound for displacement of the muscarinic QNB in rat heart M2 receptor to that of displacement of the muscarinic QNB in a genetically transformed rat cell line (m1c2) transfected with cloned m1 receptors,B,,,BAO_0000179,BAO_0000019,assay format,CCN1C(=O)OC[C@@H]1Cc1cncn1C,,,CHEMBL1125978,Bioorg. Med. Chem. Lett.,1991.0,,CHEMBL37132,,CHEMBL37132,,False,,57149,=,1,False,=,,Ratio,,,2.4,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ratio,,,,2.4
,1077609,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,CC(c1ccc(S(=O)(=O)c2ccc(S(C)(=O)=O)cc2)cc1)N1CCN(C2CCCCC2)CC1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '15.17', 'le': '0.31', 'lle': '3.51', 'sei': '9.96'}",CHEMBL72956,,CHEMBL72956,7.44,False,http://www.openphacts.org/units/Nanomolar,129155,=,1,True,=,,Ki,nM,,36.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,36.0
,1077839,[],CHEMBL747624,Inhibition of forskolin induced c-AMP formation in CHO-M2 cells expressing human M2 receptor.,F,,,BAO_0000179,BAO_0000219,cell-based format,Fc1cccc(C#CCSc2nsnc2C23CN4CC2C3C4)c1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL293982,,CHEMBL293982,,False,http://qudt.org/vocab/unit#Percent,105771,=,1,False,=,,Max,%,,106.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Max,%,UO_0000187,,106.0
,1077840,[],CHEMBL880146,Compound was tested for its potency at M-2 receptor by inhibiting forskolin induced c-AMP formation in CHO-M2 cells human M2 receptor,F,,,BAO_0000188,BAO_0000219,cell-based format,Fc1cccc(C#CCSc2nsnc2C23CN4CC2C3C4)c1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL293982,,CHEMBL293982,6.04,False,http://www.openphacts.org/units/Nanomolar,105771,=,1,True,=,,EC50,nM,,904.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,EC50,nM,UO_0000065,,904.0
,1078777,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc([S@@+]([O-])c2ccc(C(C#N)N3CCN(C4CCCCC4)CC3)cc2)cc1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '18.39', 'le': '0.35', 'lle': '3.67', 'sei': '14.22'}",CHEMBL2111540,,CHEMBL2111540,8.05,False,http://www.openphacts.org/units/Nanomolar,129146,=,1,True,=,,Ki,nM,,9.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,9.0
,1079910,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc([S+]([O-])c2ccc(C(C)N3CCN(C4CCCCC4)CC3)cc2)cc1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '21.10', 'le': '0.41', 'lle': '4.13', 'sei': '27.46'}",CHEMBL307810,,CHEMBL307810,9.00,False,http://www.openphacts.org/units/Nanomolar,129154,=,1,True,=,,Ki,nM,,1.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,1.0
,1081315,[],CHEMBL747624,Inhibition of forskolin induced c-AMP formation in CHO-M2 cells expressing human M2 receptor.,F,,,BAO_0000179,BAO_0000219,cell-based format,Clc1cc(Cl)cc(C#CCOc2nsnc2C23CC4CC2C3C4)c1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL59862,,CHEMBL59862,,False,http://qudt.org/vocab/unit#Percent,105773,=,1,False,=,,Max,%,,23.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Max,%,UO_0000187,,23.0
Not Determined,1081316,[],CHEMBL746872,Compound was tested for its potency at M-2 receptor by inhibiting forskolin induced c-AMP formation in CHO-M2 cells human M2 receptor; ND=not determined,F,,,BAO_0000188,BAO_0000219,cell-based format,Clc1cc(Cl)cc(C#CCOc2nsnc2C23CC4CC2C3C4)c1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL59862,,CHEMBL59862,,False,,105773,,1,False,,,EC50,,,,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,EC50,nM,,,
,1082257,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)c2ccc(C(C)N3CCN(C4CCCCC4)CC3)cc2)cc1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '20.83', 'le': '0.41', 'lle': '4.68', 'sei': '18.50'}",CHEMBL310912,,CHEMBL310912,9.22,True,http://www.openphacts.org/units/Nanomolar,129158,=,1,True,=,,Ki,nM,,0.6,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,0.6
,1082260,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,Cc1ccc(S(=O)(=O)c2ccc(C(C)N3CCN(C4CCCCC4)CC3)cc2)cc1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '21.32', 'le': '0.41', 'lle': '4.26', 'sei': '22.40'}",CHEMBL72455,,CHEMBL72455,9.10,False,http://www.openphacts.org/units/Nanomolar,129144,=,1,True,=,,Ki,nM,,0.8,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,0.8
,1082619,[],CHEMBL747624,Inhibition of forskolin induced c-AMP formation in CHO-M2 cells expressing human M2 receptor.,F,,,BAO_0000179,BAO_0000219,cell-based format,Fc1ccc(C#CCOc2nsnc2C23CN4CC2C3C4)cc1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL294082,,CHEMBL294082,,False,http://qudt.org/vocab/unit#Percent,105778,=,1,False,=,,Max,%,,109.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Max,%,UO_0000187,,109.0
,1082620,[],CHEMBL880146,Compound was tested for its potency at M-2 receptor by inhibiting forskolin induced c-AMP formation in CHO-M2 cells human M2 receptor,F,,,BAO_0000188,BAO_0000219,cell-based format,Fc1ccc(C#CCOc2nsnc2C23CN4CC2C3C4)cc1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL294082,,CHEMBL294082,6.10,False,http://www.openphacts.org/units/Nanomolar,105778,=,1,True,=,,EC50,nM,,791.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,EC50,nM,UO_0000065,,791.0
,1084440,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc([S@@+]([O-])c2ccc(C(C#N)N3CCN(C4CCCCC4)CC3)cc2)cc1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '17.75', 'le': '0.34', 'lle': '3.39', 'sei': '13.73'}",CHEMBL2111540,,CHEMBL2111540,7.77,False,http://www.openphacts.org/units/Nanomolar,129145,=,1,True,=,,Ki,nM,,17.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,17.0
,1085490,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc([S+]([O-])c2ccc(C(C3CCCCC3)N3CCN(C4CCCCC4)CC3)cc2)cc1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '15.70', 'le': '0.30', 'lle': '1.34', 'sei': '23.70'}",CHEMBL421304,,CHEMBL421304,7.77,False,http://www.openphacts.org/units/Nanomolar,129152,=,1,True,=,,Ki,nM,,17.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,17.0
,1087618,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,CC(c1ccc(S(=O)(=O)c2ccccc2)cc1)N1CCN(CCO)CC1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '20.25', 'le': '0.40', 'lle': '5.40', 'sei': '12.47'}",CHEMBL70531,,CHEMBL70531,7.58,False,http://www.openphacts.org/units/Nanomolar,129163,=,1,True,=,,Ki,nM,,26.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,26.0
,1087955,[],CHEMBL747624,Inhibition of forskolin induced c-AMP formation in CHO-M2 cells expressing human M2 receptor.,F,,,BAO_0000179,BAO_0000219,cell-based format,Clc1ccc(C#CCOc2nsnc2C23CN4CC2C3C4)cc1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL60101,,CHEMBL60101,,False,http://qudt.org/vocab/unit#Percent,105776,=,1,False,=,,Max,%,,102.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Max,%,UO_0000187,,102.0
,1087956,[],CHEMBL880146,Compound was tested for its potency at M-2 receptor by inhibiting forskolin induced c-AMP formation in CHO-M2 cells human M2 receptor,F,,,BAO_0000188,BAO_0000219,cell-based format,Clc1ccc(C#CCOc2nsnc2C23CN4CC2C3C4)cc1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL60101,,CHEMBL60101,5.92,False,http://www.openphacts.org/units/Nanomolar,105776,=,1,True,=,,EC50,nM,,1210.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,EC50,nM,UO_0000065,,1210.0
,1087961,[],CHEMBL747624,Inhibition of forskolin induced c-AMP formation in CHO-M2 cells expressing human M2 receptor.,F,,,BAO_0000179,BAO_0000219,cell-based format,Fc1cc(Cl)cc(C#CCOc2nsnc2C23CN4CC2C3C4)c1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL60777,,CHEMBL60777,,False,http://qudt.org/vocab/unit#Percent,105774,=,1,False,=,,Max,%,,76.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Max,%,UO_0000187,,76.0
,1087962,[],CHEMBL880146,Compound was tested for its potency at M-2 receptor by inhibiting forskolin induced c-AMP formation in CHO-M2 cells human M2 receptor,F,,,BAO_0000188,BAO_0000219,cell-based format,Fc1cc(Cl)cc(C#CCOc2nsnc2C23CN4CC2C3C4)c1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL60777,,CHEMBL60777,5.83,False,http://www.openphacts.org/units/Nanomolar,105774,=,1,True,=,,EC50,nM,,1480.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,EC50,nM,UO_0000065,,1480.0
,1089735,[],CHEMBL847458,Ratio of ability of compound for displacement of the muscarinic QNB in rat heart M2 receptor to that of displacement of the muscarinic QNB in a genetically transformed rat cell line (m1c2) transfected with cloned m1 receptors,B,,,BAO_0000179,BAO_0000019,assay format,C[N+](C)(C)CCOC(N)=O.[Cl-],,,CHEMBL1125978,Bioorg. Med. Chem. Lett.,1991.0,,CHEMBL14,CARBACHOL,CHEMBL965,,False,,57145,=,1,False,=,,Ratio,,,0.4,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ratio,,,,0.4
,1091261,[],CHEMBL747626,Compound was tested for its potency towards Muscarinic acetylcholine receptor M2 by inhibiting forskolin induced c-AMP formation in CHO-M2 cells expressing human Muscarinic acetylcholine receptor M2 receptor,F,,,BAO_0000179,BAO_0000219,cell-based format,C[N+](C)(C)CCOC(N)=O.[Cl-],,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL14,CARBACHOL,CHEMBL965,,False,http://qudt.org/vocab/unit#Percent,105763,=,1,False,=,,Max,%,,100.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Max,%,UO_0000187,,100.0
,1091262,[],CHEMBL744782,Compound was tested for its potency towards Muscarinic acetylcholine receptor M2 by inhibiting forskolin induced c-AMP formation in CHO-M2 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,C[N+](C)(C)CCOC(N)=O.[Cl-],,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL14,CARBACHOL,CHEMBL965,6.16,False,http://www.openphacts.org/units/Nanomolar,105763,=,1,True,=,,EC50,nM,,700.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,EC50,nM,UO_0000065,,700.0
,1091289,[],CHEMBL747624,Inhibition of forskolin induced c-AMP formation in CHO-M2 cells expressing human M2 receptor.,F,,,BAO_0000179,BAO_0000219,cell-based format,Clc1cccc(C#CCSc2nsnc2C23CN4CC2C3C4)c1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL303360,,CHEMBL303360,,False,http://qudt.org/vocab/unit#Percent,105769,=,1,False,=,,Max,%,,96.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Max,%,UO_0000187,,96.0
,1091290,[],CHEMBL880146,Compound was tested for its potency at M-2 receptor by inhibiting forskolin induced c-AMP formation in CHO-M2 cells human M2 receptor,F,,,BAO_0000188,BAO_0000219,cell-based format,Clc1cccc(C#CCSc2nsnc2C23CN4CC2C3C4)c1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL303360,,CHEMBL303360,6.17,False,http://www.openphacts.org/units/Nanomolar,105769,=,1,True,=,,EC50,nM,,673.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,EC50,nM,UO_0000065,,673.0
,1092439,[],CHEMBL747624,Inhibition of forskolin induced c-AMP formation in CHO-M2 cells expressing human M2 receptor.,F,,,BAO_0000179,BAO_0000219,cell-based format,Fc1cc(Cl)cc(C#CCSc2nsnc2C23CN4CC2C3C4)c1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL60331,,CHEMBL60331,,False,http://qudt.org/vocab/unit#Percent,105766,=,1,False,=,,Max,%,,90.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Max,%,UO_0000187,,90.0
,1092440,[],CHEMBL880146,Compound was tested for its potency at M-2 receptor by inhibiting forskolin induced c-AMP formation in CHO-M2 cells human M2 receptor,F,,,BAO_0000188,BAO_0000219,cell-based format,Fc1cc(Cl)cc(C#CCSc2nsnc2C23CN4CC2C3C4)c1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL60331,,CHEMBL60331,6.12,False,http://www.openphacts.org/units/Nanomolar,105766,=,1,True,=,,EC50,nM,,763.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,EC50,nM,UO_0000065,,763.0
,1093173,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,CC(c1ccc(S(=O)(=O)c2ccccc2)cc1)N1CCN(c2ccccc2)CC1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '13.13', 'le': '0.25', 'lle': '0.94', 'sei': '13.14'}",CHEMBL303443,,CHEMBL303443,5.34,False,http://www.openphacts.org/units/Nanomolar,129162,=,1,True,=,,Ki,nM,,4600.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,4600.0
,1094424,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,CC(c1ccc(S(=O)(=O)c2ccccc2)cc1)N1CCNCC1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '22.49', 'le': '0.44', 'lle': '4.94', 'sei': '15.04'}",CHEMBL71088,,CHEMBL71088,7.43,False,http://www.openphacts.org/units/Nanomolar,129143,=,1,True,=,,Ki,nM,,37.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,37.0
,1094427,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,CCOC(=O)N1CCN(C(C)c2ccc(S(=O)(=O)c3ccccc3)cc2)CC1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '17.07', 'le': '0.34', 'lle': '3.52', 'sei': '10.27'}",CHEMBL73145,,CHEMBL73145,6.87,False,http://www.openphacts.org/units/Nanomolar,129160,=,1,True,=,,Ki,nM,,135.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,135.0
,1094430,[],CHEMBL748899,Binding affinity towards the cloned human Muscarinic acetylcholine receptor M2,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc([S+]([O-])c2ccc(C(C(N)=O)N3CCN(C4CCCCC4)CC3)cc2)cc1,,,CHEMBL1132769,Bioorg. Med. Chem. Lett.,2000.0,"{'bei': '16.24', 'le': '0.32', 'lle': '4.06', 'sei': '9.75'}",CHEMBL431787,,CHEMBL431787,7.40,False,http://www.openphacts.org/units/Nanomolar,129151,=,1,True,=,,Ki,nM,,40.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Ki,nM,UO_0000065,,40.0
,1094705,[],CHEMBL747626,Compound was tested for its potency towards Muscarinic acetylcholine receptor M2 by inhibiting forskolin induced c-AMP formation in CHO-M2 cells expressing human Muscarinic acetylcholine receptor M2 receptor,F,,,BAO_0000179,BAO_0000219,cell-based format,CCCCCCOc1nsnc1C1=CCCN(C)C1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL21536,XANOMELINE,CHEMBL21536,,False,http://qudt.org/vocab/unit#Percent,105782,=,1,False,=,,Max,%,,82.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Max,%,UO_0000187,,82.0
,1094706,[],CHEMBL744782,Compound was tested for its potency towards Muscarinic acetylcholine receptor M2 by inhibiting forskolin induced c-AMP formation in CHO-M2 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCCCCOc1nsnc1C1=CCCN(C)C1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL21536,XANOMELINE,CHEMBL21536,6.40,False,http://www.openphacts.org/units/Nanomolar,105782,=,1,True,=,,EC50,nM,,398.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,EC50,nM,UO_0000065,,398.0
,1094711,[],CHEMBL747626,Compound was tested for its potency towards Muscarinic acetylcholine receptor M2 by inhibiting forskolin induced c-AMP formation in CHO-M2 cells expressing human Muscarinic acetylcholine receptor M2 receptor,F,,,BAO_0000179,BAO_0000219,cell-based format,COc1cccc(C#CCO/N=C2\CN3CCC2C3)c1,,,CHEMBL1132230,J. Med. Chem.,1999.0,,CHEMBL81878,,CHEMBL81878,,False,http://qudt.org/vocab/unit#Percent,105781,=,1,False,=,,Max,%,,89.0,CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,9606,,,Max,%,UO_0000187,,89.0
