activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,902739,[],CHEMBL712560,In vitro inhibition of human matrix metalloprotease-9,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)NC(CC#Cc3ccccc3)C(=O)O)cc2)cc1,,,CHEMBL1134541,J. Med. Chem.,2001.0,"{'bei': '14.37', 'le': '0.28', 'lle': '2.72', 'sei': '6.75'}",CHEMBL10454,,CHEMBL10454,6.26,False,http://www.openphacts.org/units/Nanomolar,150089,=,1,True,=,,IC50,nM,,553.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,553.0
,903349,[],CHEMBL712041,"Inhibition of matrix metalloprotease-9, MMP-9",B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)C(S)C(C)C,,,CHEMBL1129216,Bioorg. Med. Chem. Lett.,1997.0,"{'bei': '18.46', 'le': '0.37', 'lle': '5.57', 'sei': '8.62'}",CHEMBL329002,,CHEMBL329002,7.52,False,http://www.openphacts.org/units/Nanomolar,172360,=,1,True,=,,IC50,nM,,30.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,uM,UO_0000065,,0.03
,903352,[],CHEMBL712041,"Inhibition of matrix metalloprotease-9, MMP-9",B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)C(S)CCCNS(C)(=O)=O,,,CHEMBL1129216,Bioorg. Med. Chem. Lett.,1997.0,"{'bei': '16.42', 'le': '0.34', 'lle': '7.60', 'sei': '6.16'}",CHEMBL94256,,CHEMBL94256,8.22,False,http://www.openphacts.org/units/Nanomolar,172365,=,1,True,=,,IC50,nM,,6.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,uM,UO_0000065,,0.006
,903578,[],CHEMBL714520,Inhibition of Matrix metalloprotease-9,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N2CN(C(C)C)C(=O)C[C@@H]2C(=O)NO)cc1,,,CHEMBL1134017,Bioorg. Med. Chem. Lett.,2001.0,"{'bei': '22.55', 'le': '0.46', 'lle': '8.22', 'sei': '7.21'}",CHEMBL268377,,CHEMBL268377,8.38,False,http://www.openphacts.org/units/Nanomolar,1541,=,1,True,=,,IC50,nM,,4.2,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,4.2
,903779,[],CHEMBL872557,Inhibition of human matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,O=C1NCCCC[C@@H](C(=O)NCC(=O)N2CCNCC2)NC(=O)[C@H](Cc2ccc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)[C@@H](C(=O)NO)CCCO1,,,CHEMBL1134694,J. Med. Chem.,2001.0,,CHEMBL114878,,CHEMBL114878,,False,http://www.openphacts.org/units/Nanomolar,213738,>,1,True,>,,Ki,nM,,2000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2000.0
,903872,[],CHEMBL715559,Inhibitory activity against Matrix metalloprotease-9,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)NC(=O)C(Cc1ccccc1)N1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1,,,CHEMBL1132120,J. Med. Chem.,1999.0,"{'bei': '11.87', 'le': '0.23', 'lle': '3.63', 'sei': '4.87'}",CHEMBL251687,,CHEMBL251687,5.92,True,http://www.openphacts.org/units/Nanomolar,40640,=,1,True,=,,IC50,nM,,1200.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,1200.0
,903903,[],CHEMBL712560,In vitro inhibition of human matrix metalloprotease-9,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCN(C(=O)CC(C)C)CC3)cc2)cc1,,,CHEMBL1134541,J. Med. Chem.,2001.0,"{'bei': '14.05', 'le': '0.28', 'lle': '3.48', 'sei': '6.07'}",CHEMBL79267,,CHEMBL79267,6.86,False,http://www.openphacts.org/units/Nanomolar,150079,=,1,True,=,,IC50,nM,,137.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,137.0
,906022,[],CHEMBL878347,Affinity for Matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)(C)OC(=O)N1CCC([C@H](C(=O)NO)[C@@H](Cc2cccc(O)c2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)CC1,,,CHEMBL1136683,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '10.63', 'le': '0.20', 'lle': '2.80', 'sei': '3.97'}",CHEMBL283222,,CHEMBL283222,5.88,False,http://www.openphacts.org/units/Nanomolar,34392,=,1,True,=,,Ki,nM,,1302.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,1302.0
,906544,[],CHEMBL712568,Inhibition of human Matrix metalloprotease-9 (MMP-9),B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](C[C@@H](CO)NC(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,,,CHEMBL1145989,J. Med. Chem.,2003.0,"{'bei': '25.38', 'le': '0.48', 'lle': '7.00', 'sei': '8.43'}",CHEMBL116944,,CHEMBL116944,9.10,False,http://www.openphacts.org/units/Nanomolar,222333,=,1,True,=,,IC50,nM,,0.8,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,0.8
,913035,[],CHEMBL712568,Inhibition of human Matrix metalloprotease-9 (MMP-9),B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](C[C@@H](COC(=O)CCC(=O)O)NC(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,,,CHEMBL1145989,J. Med. Chem.,2003.0,"{'bei': '18.66', 'le': '0.35', 'lle': '6.03', 'sei': '5.65'}",CHEMBL118497,,CHEMBL118497,8.55,False,http://www.openphacts.org/units/Nanomolar,222334,=,1,True,=,,IC50,nM,,2.8,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,2.8
,915267,[],CHEMBL878347,Affinity for Matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,CS(=O)(=O)N1CCC([C@H](C(=O)NO)[C@@H](Cc2cccc(O)c2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)CC1,,,CHEMBL1136683,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '10.68', 'le': '0.21', 'lle': '4.56', 'sei': '3.63'}",CHEMBL24595,,CHEMBL24595,5.68,True,http://www.openphacts.org/units/Nanomolar,34385,=,1,True,=,,Ki,nM,,2099.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2099.0
,919142,[],CHEMBL878347,Affinity for Matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,CC(=O)N1CCC([C@H](C(=O)NO)[C@@H](Cc2cccc(O)c2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)CC1,,,CHEMBL1136683,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '11.62', 'le': '0.22', 'lle': '4.05', 'sei': '4.14'}",CHEMBL26058,,CHEMBL26058,5.76,False,http://www.openphacts.org/units/Nanomolar,34390,=,1,True,=,,Ki,nM,,1741.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,1741.0
,922599,[],CHEMBL878347,Affinity for Matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,CCC(=O)N1CCC(C[C@H](C(=O)NO)[C@@H](Cc2cccc(O)c2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)CC1,,,CHEMBL1136683,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL26388,,CHEMBL26388,,False,http://www.openphacts.org/units/Nanomolar,34389,>,1,True,>,,Ki,nM,,2128.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2128.0
,923798,[],CHEMBL878347,Affinity for Matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,CN1CCC([C@H](C(=O)NO)[C@@H](Cc2cccc(O)c2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)CC1,,,CHEMBL1136683,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL24054,,CHEMBL24054,,False,http://www.openphacts.org/units/Nanomolar,34391,>,1,True,>,,Ki,nM,,2128.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2128.0
,923800,[],CHEMBL878347,Affinity for Matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,CCOC(=O)N1CCC([C@H](C(=O)NO)[C@@H](Cc2cccc(O)c2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)CC1,,,CHEMBL1136683,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '11.57', 'le': '0.22', 'lle': '3.76', 'sei': '4.10'}",CHEMBL283690,,CHEMBL283690,6.08,False,http://www.openphacts.org/units/Nanomolar,34388,=,1,True,=,,Ki,nM,,832.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,832.0
,925277,[],CHEMBL878347,Affinity for Matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,O=C(NO)[C@@H](C1CCNCC1)[C@@H](Cc1cccc(O)c1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,,,CHEMBL1136683,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '11.90', 'le': '0.22', 'lle': '3.95', 'sei': '4.12'}",CHEMBL24763,,CHEMBL24763,5.40,False,http://www.openphacts.org/units/Nanomolar,34382,=,1,True,=,,Ki,nM,,4000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,4000.0
,928149,[],CHEMBL878347,Affinity for Matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,O=C(NO)[C@@H](NCC1CC1)[C@@H](Cc1cccc(O)c1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,,,CHEMBL1136683,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '12.17', 'le': '0.23', 'lle': '4.15', 'sei': '4.09'}",CHEMBL24398,,CHEMBL24398,5.35,True,http://www.openphacts.org/units/Nanomolar,34381,=,1,True,=,,Ki,nM,,4468.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,4468.0
,928873,[],CHEMBL718977,Inhibition of Matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,CNC(=O)[C@@H]1CCCCNC(=O)C[C@H](C(=O)O)N[C@@H](CCc2ccccc2)C(=O)N1,,,CHEMBL1131225,J. Med. Chem.,1998.0,"{'bei': '11.97', 'le': '0.23', 'lle': '5.06', 'sei': '3.67'}",CHEMBL46183,,CHEMBL46183,5.01,False,http://www.openphacts.org/units/Nanomolar,81829,=,1,True,=,,Ki,nM,,9800.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,9800.0
,931483,[],CHEMBL718977,Inhibition of Matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,CNC(=O)[C@@H]1CCCCNC(=O)CC[C@H](C(=O)O)N[C@@H](CCc2ccccc2)C(=O)N1,,,CHEMBL1131225,J. Med. Chem.,1998.0,"{'bei': '11.98', 'le': '0.23', 'lle': '4.84', 'sei': '3.79'}",CHEMBL50228,,CHEMBL50228,5.18,True,http://www.openphacts.org/units/Nanomolar,81832,=,1,True,=,,Ki,nM,,6600.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,6600.0
,936407,[],CHEMBL878347,Affinity for Matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)(C)OC(=O)N1CCC([C@H](C(=O)O)C(Cc2cccc(O)c2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)CC1,,,CHEMBL1136683,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL26278,,CHEMBL26278,,False,http://www.openphacts.org/units/Nanomolar,34393,>,1,True,>,,Ki,nM,,2128.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2128.0
,937206,[],CHEMBL718977,Inhibition of Matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,CNC(=O)CC[C@@H](N[C@@H](CCc1ccccc1)C(=O)N[C@@H](CCCCNC(C)=O)C(=O)NC)C(=O)O,,,CHEMBL1131225,J. Med. Chem.,1998.0,"{'bei': '12.65', 'le': '0.24', 'lle': '6.30', 'sei': '3.86'}",CHEMBL48786,,CHEMBL48786,6.39,False,http://www.openphacts.org/units/Nanomolar,81828,=,1,True,=,,Ki,nM,,404.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,404.0
,938754,[],CHEMBL718977,Inhibition of Matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,CNC(=O)[C@@H]1CCC(=O)OCCNC(=O)CC[C@H](C(=O)O)N[C@@H](CCc2ccccc2)C(=O)N1,,,CHEMBL1131225,J. Med. Chem.,1998.0,"{'bei': '10.99', 'le': '0.21', 'lle': '5.75', 'sei': '3.21'}",CHEMBL298167,,CHEMBL298167,5.24,False,http://www.openphacts.org/units/Nanomolar,81831,=,1,True,=,,Ki,nM,,5800.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,5800.0
,941086,[],CHEMBL718977,Inhibition of Matrix metalloprotease-9,B,,,BAO_0000192,BAO_0000357,single protein format,CNC(=O)[C@@H]1CCCCNC(=O)CC[C@H](C(=O)O)N[C@@H](CCc2ccc(-c3ccccc3)cc2)C(=O)N1,,,CHEMBL1131225,J. Med. Chem.,1998.0,"{'bei': '12.86', 'le': '0.24', 'lle': '4.53', 'sei': '4.79'}",CHEMBL48256,,CHEMBL48256,6.54,False,http://www.openphacts.org/units/Nanomolar,81830,=,1,True,=,,Ki,nM,,288.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,288.0
,941761,[],CHEMBL878347,Affinity for Matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,O=C(NO)[C@@H](C1CNC1)[C@@H](Cc1cccc(O)c1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,,,CHEMBL1136683,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL281196,,CHEMBL281196,,False,http://www.openphacts.org/units/Nanomolar,34386,>,1,True,>,,Ki,nM,,2128.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2128.0
,941763,[],CHEMBL878347,Affinity for Matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,O=C(NO)[C@@H](C1CN(C(=O)C(F)(F)F)C1)[C@@H](Cc1cccc(O)c1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,,,CHEMBL1136683,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '11.17', 'le': '0.22', 'lle': '4.36', 'sei': '4.19'}",CHEMBL24810,,CHEMBL24810,5.83,False,http://www.openphacts.org/units/Nanomolar,34387,=,1,True,=,,Ki,nM,,1490.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,1490.0
,942965,[],CHEMBL878347,Affinity for Matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,CCN1CCC([C@H](C(=O)NO)[C@@H](Cc2cccc(O)c2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)CC1,,,CHEMBL1136683,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL26165,,CHEMBL26165,,False,http://www.openphacts.org/units/Nanomolar,34383,>,1,True,>,,Ki,nM,,2128.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2128.0
,944479,[],CHEMBL878347,Affinity for Matrix metalloprotease-9 (MMP-9),B,,,BAO_0000192,BAO_0000357,single protein format,CC(=O)N1CCC(C[C@H](C(=O)NO)[C@@H](Cc2cccc(O)c2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)CC1,,,CHEMBL1136683,Bioorg. Med. Chem. Lett.,2003.0,,CHEMBL281523,,CHEMBL281523,,False,http://www.openphacts.org/units/Nanomolar,34384,>,1,True,>,,Ki,nM,,2128.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,2128.0
,946518,[],CHEMBL715234,Inhibition of matrix metalloprotease-9,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(COc2ccc(S(=O)(=O)CC(C=C3CCC(=O)CC3)N(O)C=O)cc2)c2ccccc2n1,,,CHEMBL1146763,Bioorg. Med. Chem. Lett.,2004.0,"{'bei': '8.46', 'le': '0.16', 'lle': '0.12', 'sei': '3.78'}",CHEMBL98852,,CHEMBL98852,4.30,False,http://www.openphacts.org/units/Nanomolar,182691,=,1,True,=,,IC50,nM,,50000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,50000.0
,947662,[],CHEMBL710820,The compound was tested for its binding affinity towards 92 kDa gelatinase (Matrix metalloprotease-9),B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@H](Cc1cccc2ccccc12)C(=O)NCCCN1CCOCC1,,,CHEMBL1131112,J. Med. Chem.,1998.0,"{'bei': '18.02', 'le': '0.34', 'lle': '6.98', 'sei': '7.70'}",CHEMBL70430,,CHEMBL70430,9.24,False,http://www.openphacts.org/units/Nanomolar,126292,=,1,True,=,,Ki,nM,,0.58,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,0.58
,947758,[],CHEMBL715234,Inhibition of matrix metalloprotease-9,B,,,BAO_0000190,BAO_0000357,single protein format,C=C1CCC(C(CS(=O)(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)N(O)C=O)CC1,,,CHEMBL1146763,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL328199,,CHEMBL328199,,False,http://www.openphacts.org/units/Nanomolar,182684,>,1,True,>,,IC50,nM,,100000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,100000.0
,948670,[],CHEMBL710803,Inhibition of human recombinant matrix metalloprotease 9,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(NO)[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1S(=O)(=O)c1ccc(Oc2ccccc2)cc1,,,CHEMBL1149139,J. Med. Chem.,2004.0,"{'bei': '24.08', 'le': '0.48', 'lle': '10.78', 'sei': '6.53'}",CHEMBL61193,,CHEMBL61193,10.22,True,http://www.openphacts.org/units/Nanomolar,99735,=,1,True,=,,Ki,nM,,0.06,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,0.06
,948675,[],CHEMBL710803,Inhibition of human recombinant matrix metalloprotease 9,B,,,BAO_0000192,BAO_0000357,single protein format,CC#CCOc1ccc(S(=O)(=O)N2C[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2C(=O)NO)cc1,,,CHEMBL1149139,J. Med. Chem.,2004.0,"{'bei': '19.61', 'le': '0.40', 'lle': '9.80', 'sei': '5.01'}",CHEMBL43087,,CHEMBL43087,7.85,False,http://www.openphacts.org/units/Nanomolar,99739,=,1,True,=,,Ki,nM,,14.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,14.0
,948881,[],CHEMBL710820,The compound was tested for its binding affinity towards 92 kDa gelatinase (Matrix metalloprotease-9),B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCc1ccccn1,,,CHEMBL1131112,J. Med. Chem.,1998.0,"{'bei': '18.46', 'le': '0.35', 'lle': '6.34', 'sei': '6.50'}",CHEMBL306871,,CHEMBL306871,8.85,False,http://www.openphacts.org/units/Nanomolar,126284,=,1,True,=,,Ki,nM,,1.4,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,1.4
,948885,[],CHEMBL710820,The compound was tested for its binding affinity towards 92 kDa gelatinase (Matrix metalloprotease-9),B,,,BAO_0000192,BAO_0000357,single protein format,CNC(=O)[C@@H](Cc1csc2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,,,CHEMBL1131112,J. Med. Chem.,1998.0,"{'bei': '22.39', 'le': '0.44', 'lle': '6.85', 'sei': '8.45'}",CHEMBL306912,,CHEMBL306912,9.08,False,http://www.openphacts.org/units/Nanomolar,126296,=,1,True,=,,Ki,nM,,0.83,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,0.83
,949764,[],CHEMBL710585,Inhibition of gelatinase-B (Matrix metalloprotease-9),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N2CCCS(=O)(=O)C(C)(C)[C@@H]2C(=O)NO)cc1,,,CHEMBL1132690,J. Med. Chem.,1999.0,"{'bei': '20.77', 'le': '0.44', 'lle': '8.28', 'sei': '6.49'}",CHEMBL342210,,CHEMBL342210,8.44,True,http://www.openphacts.org/units/Nanomolar,272277,=,1,True,=,,IC50,nM,,3.6,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,3.6
,949771,[],CHEMBL710585,Inhibition of gelatinase-B (Matrix metalloprotease-9),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N2CCCCCSC(C)(C)[C@@H]2C(=O)NO)cc1,,,CHEMBL1132690,J. Med. Chem.,1999.0,"{'bei': '20.95', 'le': '0.44', 'lle': '6.17', 'sei': '8.79'}",CHEMBL441662,,CHEMBL441662,8.43,False,http://www.openphacts.org/units/Nanomolar,272275,=,1,True,=,,IC50,nM,,3.7,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,IC50,nM,UO_0000065,,3.7
,950219,[],CHEMBL710820,The compound was tested for its binding affinity towards 92 kDa gelatinase (Matrix metalloprotease-9),B,,,BAO_0000192,BAO_0000357,single protein format,CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(=O)NO)CC(C)C,,,CHEMBL1131112,J. Med. Chem.,1998.0,"{'bei': '25.81', 'le': '0.49', 'lle': '8.00', 'sei': '8.39'}",CHEMBL305222,,CHEMBL305222,9.02,False,http://www.openphacts.org/units/Nanomolar,126274,=,1,True,=,,Ki,nM,,0.96,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,0.96
,950223,[],CHEMBL710820,The compound was tested for its binding affinity towards 92 kDa gelatinase (Matrix metalloprotease-9),B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCCCC1,,,CHEMBL1131112,J. Med. Chem.,1998.0,"{'bei': '17.82', 'le': '0.34', 'lle': '5.12', 'sei': '6.89'}",CHEMBL308598,,CHEMBL308598,7.89,False,http://www.openphacts.org/units/Nanomolar,126294,=,1,True,=,,Ki,nM,,13.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,13.0
,950227,[],CHEMBL710820,The compound was tested for its binding affinity towards 92 kDa gelatinase (Matrix metalloprotease-9),B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCOCC1,,,CHEMBL1131112,J. Med. Chem.,1998.0,"{'bei': '18.13', 'le': '0.34', 'lle': '6.45', 'sei': '6.51'}",CHEMBL70426,,CHEMBL70426,8.06,False,http://www.openphacts.org/units/Nanomolar,126293,=,1,True,=,,Ki,nM,,8.7,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,8.7
,950231,[],CHEMBL710820,The compound was tested for its binding affinity towards 92 kDa gelatinase (Matrix metalloprotease-9),B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)NCc1ccccc1,,,CHEMBL1131112,J. Med. Chem.,1998.0,"{'bei': '17.40', 'le': '0.32', 'lle': '4.54', 'sei': '7.70'}",CHEMBL72337,,CHEMBL72337,8.28,False,http://www.openphacts.org/units/Nanomolar,126288,=,1,True,=,,Ki,nM,,5.3,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,5.3
,950235,[],CHEMBL710820,The compound was tested for its binding affinity towards 92 kDa gelatinase (Matrix metalloprotease-9),B,,,BAO_0000192,BAO_0000357,single protein format,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@H](Cc1ccc(-c2ccccc2)cc1)C(=O)NCCc1ccc(O)cc1,,,CHEMBL1131112,J. Med. Chem.,1998.0,"{'bei': '15.40', 'le': '0.29', 'lle': '4.19', 'sei': '6.41'}",CHEMBL71630,,CHEMBL71630,8.19,False,http://www.openphacts.org/units/Nanomolar,126314,=,1,True,=,,Ki,nM,,6.5,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,6.5
,950239,[],CHEMBL710820,The compound was tested for its binding affinity towards 92 kDa gelatinase (Matrix metalloprotease-9),B,,,BAO_0000192,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)N(C)C(=O)[C@@H](CC(=O)NO)CC(C)C,,,CHEMBL1131112,J. Med. Chem.,1998.0,"{'bei': '18.33', 'le': '0.35', 'lle': '5.54', 'sei': '6.44'}",CHEMBL71468,,CHEMBL71468,7.38,False,http://www.openphacts.org/units/Nanomolar,126300,=,1,True,=,,Ki,nM,,42.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase 9,9606,,,Ki,nM,UO_0000065,,42.0
